"Date","Actual","Forcast","Previous","forcast_change","prev_day_volume","daily_return","vix_prev_day","CPI_YoY","GDP_YoY","PCE_YoY","un_rate"
2022-12-14,4.5,4.5,4,0.5,123782500,-0.639364168677758,-6.25277115351205,6.41149824791316,NA,0.869553638010001,3.5
2023-02-01,4.75,4.75,4.5,0.25,86811800,1.06277072530623,-7.88659180093729,5.9655226949233,NA,1.27785496713515,3.6
2023-03-22,5,5,4.75,0.25,91524200,-1.70464954890275,4.11600141561315,4.93509022684515,NA,2.30231098887894,3.5
2023-05-03,5.25,5.25,5,0.25,103998500,-0.686400057213865,3.14960317387949,4.1206895959967,NA,1.73872555540775,3.7
2023-06-14,5.25,5.25,5.25,0,95899700,0.119077806723511,-4.99657467070983,3.05326173914222,NA,1.84196547144755,3.6
2023-07-26,5.5,5.5,5.25,0.25,55191200,0.0153757398003496,-4.83405550425944,3.27178051170092,2.92688699817594,2.06095925871843,3.5
2023-09-20,5.5,5.5,5.5,0,66514600,-0.919330841321209,7.29979242882606,3.69405515942782,NA,2.51640774830613,3.8
2023-11-01,5.5,5.5,5.5,0,79665200,1.06647033688818,-7.00109478029951,3.13948193190645,NA,2.10388292580073,3.7
2023-12-13,5.5,5.5,5.5,0,68327600,1.37900759902281,0.994199574093946,3.32315971246135,NA,2.86802466039155,3.7
2024-01-31,5.5,5.5,5.5,0,58618400,-1.63173454612225,7.81367339643537,3.10598090266219,2.92336008567888,3.25886938799738,3.7
2024-03-20,5.5,5.5,5.5,0,60755300,0.924934061343907,-5.64399240372858,3.47513123707512,NA,1.85146498145923,3.8
2024-05-01,5.5,5.5,5.5,0,77483600,-0.324713621980399,-1.66133726226849,3.25021014289717,NA,2.57724544634335,4
2024-06-12,5.5,5.5,5.5,0,36383400,0.821304446443127,-6.30350502389677,2.97562852998161,NA,2.64256001669123,4.1
2024-07-31,5.5,5.5,5.5,0,46853600,1.62546080416859,-7.51837130329915,2.92356579171973,NA,2.60595852058039,4.3
2024-09-18,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
